time
0.761
8.406
1.041
6.931
0.475
0.88
9.812
11.994
11.943
3.086
5.71
3.286
15.515
3.574
7.673
71.442
7.92
0.19
0.526
13.461
1.561
8.125
1.443
12.603
14.822
3.319
5.076
0.405
5.736
6.383
143.534
15.593
6.057
0.417
1.111
3.027
2.985
3.608
14.893
1.163
1.772
7.043
36.657
7.316
0.68
2.855
27.939
14.964
45.101
8.085
4.801
2.969
1.567
17.011
1.216
17.657
0.388
1.227
65.527
1.272
0.419
1.455
0.972
2.557
0.419
9.832
0.679
63.241
2.951
8.342
5.43
4.435
22.658
3.622
6.712
21.747
1.081
54.818
13.268
0.792
2.358
1.803
0.221
8.751
6.22
1.008
0.609
0.97
2.729
5.867
0.771
1.687
15.734
4.786
1.334
0.907
25.962
2.427
7.39
