time
0.686
8.258
1.002
6.648
0.493
0.859
9.664
11.51
11.644
2.999
5.618
3.18
15.7
3.634
7.425
64.168
7.934
0.134
0.498
14.087
1.465
8.118
1.474
12.596
14.913
3.179
5.245
0.415
5.573
6.333
132.706
15.506
6.087
0.403
1.127
2.962
2.892
3.58
15.357
1.117
1.769
6.942
36.355
7.194
0.774
2.833
27.658
15.488
45.587
8.052
4.69
2.975
1.54
17.042
1.068
17.619
0.417
1.187
64.859
1.289
0.335
1.484
0.921
2.5
0.438
9.984
0.706
64.625
3.047
8.446
5.274
4.662
22.759
3.397
6.453
21.728
1.133
54.57
12.747
0.755
2.403
1.839
0.18
8.771
6.255
0.969
0.61
1.018
2.784
5.862
0.797
1.625
15.648
4.73
1.329
0.927
25.687
2.325
7.173
