time
0.664
7.296
0.959
6.428
0.327
0.886
9.692
11.089
11.55
2.938
5.785
3.114
15.24
3.384
7.419
60.747
7.858
0.164
0.514
13.207
1.581
7.757
1.57
12.008
14.67
3.197
5.35
0.356
5.607
6.419
121.488
15.472
6.09
0.419
1.193
2.85
2.989
3.664
14.462
1.194
1.733
6.818
33.211
6.707
0.774
2.684
26.31
12.825
42.574
7.897
4.807
2.924
1.481
16.451
1.05
17.455
0.367
1.068
61.609
1.175
0.389
1.415
0.946
2.586
0.418
9.442
0.625
58.987
2.888
7.426
5.066
4.356
21.423
3.291
6.406
21.881
1.081
48.263
12.187
0.718
2.312
1.755
0.197
8.646
5.993
0.882
0.474
0.93
2.665
5.758
0.865
1.627
15.222
4.656
1.248
0.885
24.971
2.339
7.115
