time
0.79
8.301
0.987
6.652
0.434
0.908
9.699
11.836
11.605
3.035
5.843
3.283
15.479
3.496
7.675
65.976
7.855
0.177
0.524
14.24
1.561
8.023
1.501
12.849
14.837
3.266
5.228
0.329
5.783
6.767
133.287
15.739
6.333
0.373
1.125
2.949
2.953
3.701
14.84
1.171
1.729
7.126
36.299
7.06
0.713
2.818
28.119
14.954
45.359
8.19
4.925
2.935
1.533
16.674
1.131
17.512
0.344
1.198
67.977
1.41
0.386
1.511
0.997
2.536
0.414
9.758
0.734
63.564
3.102
8.209
5.169
4.512
22.981
3.523
6.379
22.053
1.116
55.092
12.783
0.724
2.357
1.796
0.249
8.789
6.081
0.898
0.626
0.976
2.698
5.847
0.793
1.629
15.429
4.738
1.291
0.856
25.726
2.426
7.348
