time
0.866
7.762
0.984
6.569
0.47
0.829
9.944
11.468
11.574
3.219
5.828
3.214
15.269
3.571
7.655
61.349
7.805
0.127
0.567
12.976
1.392
7.877
1.515
12.29
14.429
3.177
5.204
0.377
5.651
6.346
121.622
15.5
5.948
0.37
1.103
2.839
2.968
3.76
14.247
1.211
1.8
6.759
33.92
6.676
0.703
2.742
25.89
12.653
42.476
7.739
4.867
2.994
1.397
16.646
1.217
17.739
0.37
1.104
63.288
1.285
0.343
1.557
0.957
2.383
0.377
8.669
0.604
56.841
2.884
7.363
5.01
4.366
20.977
3.291
6.619
21.756
1.141
46.378
12.299
0.838
2.524
1.766
0.181
8.763
6.153
0.834
0.536
0.937
2.706
5.703
0.841
1.813
15.336
4.644
1.226
0.901
25.042
2.282
7.198
