time
0.754
8.514
1.08
6.719
0.467
0.885
9.863
11.945
11.594
3.067
5.8
3.303
15.462
3.532
7.438
61.194
7.923
0.163
0.506
13.86
1.495
7.863
1.497
12.942
14.935
3.294
5.253
0.391
5.786
6.432
124.855
15.56
6.05
0.366
1.083
3
2.866
3.655
15.262
1.2
1.728
7.123
36.437
6.888
0.64
2.85
27.8
15.676
45.145
8.321
4.621
3.005
1.616
16.879
1.103
17.591
0.46
1.204
61.606
1.366
0.33
1.405
0.913
2.378
0.458
9.773
0.709
64.271
3.014
8.283
5.302
4.586
22.217
3.358
6.636
22.055
1.145
54.593
12.895
0.797
2.37
1.679
0.173
8.563
6.088
1.012
0.61
0.937
2.71
5.81
0.782
1.533
15.57
4.809
1.338
0.796
25.724
2.481
7.348
