time
0.872
5.63
1.095
5.374
0.582
0.979
9.941
8.19
11.321
2.868
5.877
2.756
15.67
3.249
7.95
61.708
6.799
0.282
0.613
11.649
1.617
7.365
1.595
10.414
15.029
2.551
5.654
0.419
4.861
6.361
112.12
15.582
6.189
0.604
1.232
2.845
3.05
3.545
11.583
1.342
1.736
6.52
22.538
6.237
0.841
1.952
21.082
8.335
32.852
5.738
4.814
2.781
1.514
14.37
1.245
17.574
0.539
0.965
60.95
1.089
0.491
1.604
1.166
2.33
0.608
8.602
0.698
36.487
2.88
5.933
5.324
4.578
16.98
2.774
6.463
22.36
1.048
32.838
9.894
0.894
2.421
1.866
0.349
8.689
6.272
0.857
0.681
0.735
2.9
5.85
0.947
1.693
15.644
4.69
1.04
1.081
23.545
2.081
5.433
