time
0.728
8.661
0.972
6.589
0.508
0.92
9.642
11.792
11.585
3.219
5.702
3.294
15.72
3.683
7.581
68.237
7.795
0.173
0.534
13.917
1.466
7.954
1.626
12.574
15.011
3.223
5.299
0.402
5.745
6.166
134.855
15.642
6.027
0.424
1.14
2.986
2.947
3.716
15.257
1.27
1.743
7.074
36.692
6.918
0.695
2.937
27.836
15.369
45.977
8.408
4.901
2.917
1.647
17.018
1.272
17.68
0.371
1.256
67.889
1.21
0.403
1.521
0.911
2.686
0.364
10.054
0.685
64.098
2.985
8.282
5.197
4.487
23.135
3.365
6.677
22.034
1.171
54.819
12.985
0.769
2.458
1.747
0.208
8.55
6.143
0.989
0.654
1.037
2.721
5.833
0.763
1.741
15.852
4.984
1.32
0.868
26.081
2.413
7.18
